Trials = 1000000   SKIP
Wishes Available,X,C0,C1,C2,C3,C4,C5,C6   SKIP
90,40.6330,59.3670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
91,40.2842,59.7158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
92,39.7988,60.2012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
93,39.4554,60.5446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
94,39.0239,60.9761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95,38.6391,61.3609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96,38.1233,61.8767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97,37.8439,62.1561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
98,37.3103,62.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
99,36.9953,63.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
100,36.6427,63.3573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
101,36.2304,63.7696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
102,35.8291,64.1709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
103,35.4742,64.5258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
104,35.0157,64.9843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
105,34.7459,65.2541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
106,34.3698,65.6302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
107,33.9980,66.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
108,33.6733,66.3267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
109,33.2329,66.7671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
110,32.9339,67.0661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,32.5768,67.4232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
112,32.2416,67.7584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
113,31.8767,68.1233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
114,31.5718,68.4282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
115,31.2086,68.7914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
116,30.8256,69.1744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
117,30.4940,69.5060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
118,30.3096,69.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
119,29.8661,70.1339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
120,29.5335,70.4665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
121,29.2086,70.7914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
122,28.8755,71.1245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
123,28.5524,71.4476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
124,28.3176,71.6824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
125,27.9283,72.0717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
126,27.6305,72.3695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
127,27.3360,72.6640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
128,26.9906,73.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
129,26.7001,73.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
130,26.4585,73.5415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
131,26.1022,73.8978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
132,25.8173,74.1827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133,25.5230,74.4770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134,25.2421,74.7579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
135,24.9535,75.0465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
136,24.7307,75.2693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
137,24.3691,75.6309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138,24.2286,75.7714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139,23.9639,76.0361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140,23.6402,76.3598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141,23.3285,76.6715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
142,23.0428,76.9572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
143,22.7928,77.2072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
144,22.6263,77.3737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
145,22.3429,77.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
146,21.9875,78.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
147,21.6639,78.3361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
148,21.4188,78.5812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
149,20.9666,79.0334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
150,20.2116,79.7884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
151,18.9012,81.0988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
152,17.2540,82.7460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
153,15.0820,84.9180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
154,12.6843,87.3157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
155,10.2875,89.7125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
156,7.9940,92.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
157,5.8964,94.1036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
158,4.1554,95.8446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
159,2.7778,97.2222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
160,1.7985,98.2015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
161,1.0938,98.9062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
162,0.6396,99.3604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
163,0.3561,99.6439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
164,0.1947,99.8053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
165,0.0968,99.9032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
166,0.0501,99.9499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
167,0.0239,99.9761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
168,0.0092,99.9908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
169,0.0044,99.9956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
170,0.0012,99.9988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
171,0.0017,99.9983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
172,0.0002,99.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
173,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
174,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
175,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
176,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
177,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
178,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
179,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
180,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
181,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
182,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
183,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
184,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
185,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
186,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
187,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
188,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
