Trials = 10000
Wishes Available: 1        X: 99.7000%       C0: 0.3000%        C1: 0.0000%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 24       X: 92.8100%       C0: 6.8800%        C1: 0.3100%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 25       X: 92.3300%       C0: 7.4100%        C1: 0.2600%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 26       X: 91.9300%       C0: 7.7000%        C1: 0.3700%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 27       X: 92.1700%       C0: 7.5400%        C1: 0.2900%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 28       X: 91.6400%       C0: 8.0900%        C1: 0.2600%        C2: 0.0100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 29       X: 91.2500%       C0: 8.3600%        C1: 0.3800%        C2: 0.0100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 30       X: 90.8600%       C0: 8.6700%        C1: 0.4600%        C2: 0.0100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 31       X: 90.4200%       C0: 9.1400%        C1: 0.4200%        C2: 0.0200%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 32       X: 90.3600%       C0: 9.2000%        C1: 0.4400%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 33       X: 90.1400%       C0: 9.4100%        C1: 0.4500%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 34       X: 89.7100%       C0: 9.7800%        C1: 0.4800%        C2: 0.0300%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 35       X: 89.3700%       C0: 10.0400%       C1: 0.5700%        C2: 0.0200%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 36       X: 89.1200%       C0: 10.4000%       C1: 0.4700%        C2: 0.0100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 37       X: 88.6600%       C0: 10.7800%       C1: 0.5600%        C2: 0.0000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 38       X: 88.0400%       C0: 11.2700%       C1: 0.6800%        C2: 0.0100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 39       X: 88.3800%       C0: 10.9600%       C1: 0.6200%        C2: 0.0400%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 40       X: 87.8700%       C0: 11.4100%       C1: 0.7000%        C2: 0.0200%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 41       X: 87.2100%       C0: 11.9500%       C1: 0.7800%        C2: 0.0500%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 42       X: 87.7900%       C0: 11.5600%       C1: 0.6400%        C2: 0.0100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 43       X: 87.5000%       C0: 11.6200%       C1: 0.8600%        C2: 0.0200%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 44       X: 86.7600%       C0: 12.3500%       C1: 0.8200%        C2: 0.0700%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 45       X: 86.1000%       C0: 13.0300%       C1: 0.8400%        C2: 0.0300%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 46       X: 86.5100%       C0: 12.6600%       C1: 0.8100%        C2: 0.0100%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 47       X: 86.3900%       C0: 12.6800%       C1: 0.8800%        C2: 0.0500%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 48       X: 85.5700%       C0: 13.3900%       C1: 0.9800%        C2: 0.0600%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 49       X: 85.3600%       C0: 13.4000%       C1: 1.1700%        C2: 0.0700%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 50       X: 85.1200%       C0: 13.8000%       C1: 1.0500%        C2: 0.0300%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 51       X: 84.4800%       C0: 14.3500%       C1: 1.1400%        C2: 0.0300%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 52       X: 84.6100%       C0: 14.1200%       C1: 1.2100%        C2: 0.0600%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 53       X: 84.4700%       C0: 14.3300%       C1: 1.1500%        C2: 0.0500%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 54       X: 84.3300%       C0: 14.3200%       C1: 1.3100%        C2: 0.0400%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 55       X: 83.8900%       C0: 14.8100%       C1: 1.2000%        C2: 0.1000%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 56       X: 83.6500%       C0: 15.1100%       C1: 1.2200%        C2: 0.0100%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 57       X: 82.9000%       C0: 15.7100%       C1: 1.2700%        C2: 0.1000%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 58       X: 83.5000%       C0: 15.0800%       C1: 1.3500%        C2: 0.0700%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 59       X: 82.2100%       C0: 16.4500%       C1: 1.2800%        C2: 0.0400%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 60       X: 82.1300%       C0: 16.1000%       C1: 1.6800%        C2: 0.0900%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 61       X: 82.0300%       C0: 16.2200%       C1: 1.7000%        C2: 0.0500%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 62       X: 81.5700%       C0: 16.9400%       C1: 1.3300%        C2: 0.1500%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 63       X: 81.5200%       C0: 16.8800%       C1: 1.4300%        C2: 0.1600%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 64       X: 81.3300%       C0: 17.0900%       C1: 1.4800%        C2: 0.0900%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 65       X: 81.0700%       C0: 17.1300%       C1: 1.6200%        C2: 0.1700%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 66       X: 80.3700%       C0: 17.7000%       C1: 1.7900%        C2: 0.1400%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 67       X: 79.8500%       C0: 18.3000%       C1: 1.6900%        C2: 0.1500%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 68       X: 80.4900%       C0: 17.2900%       C1: 2.0600%        C2: 0.1500%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 69       X: 79.8400%       C0: 18.0800%       C1: 1.9000%        C2: 0.1700%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 70       X: 79.2700%       C0: 18.7200%       C1: 1.9000%        C2: 0.1100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 71       X: 78.9500%       C0: 18.9100%       C1: 2.0300%        C2: 0.1100%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 72       X: 78.9400%       C0: 18.7200%       C1: 2.2200%        C2: 0.1100%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 73       X: 78.5200%       C0: 19.0500%       C1: 2.2900%        C2: 0.1400%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 74       X: 79.3900%       C0: 18.3900%       C1: 2.0800%        C2: 0.1300%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 75       X: 74.3800%       C0: 23.1200%       C1: 2.3200%        C2: 0.1800%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 76       X: 69.5900%       C0: 27.9700%       C1: 2.2900%        C2: 0.1500%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 77       X: 64.1100%       C0: 33.5700%       C1: 2.1300%        C2: 0.1800%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 78       X: 57.4000%       C0: 39.7800%       C1: 2.6600%        C2: 0.1600%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 79       X: 53.7300%       C0: 43.5000%       C1: 2.6400%        C2: 0.1100%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 80       X: 49.2200%       C0: 47.5600%       C1: 2.9600%        C2: 0.2500%        C3: 0.0000%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 81       X: 47.7900%       C0: 48.7400%       C1: 3.2100%        C2: 0.2600%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 82       X: 45.1700%       C0: 51.3300%       C1: 3.2300%        C2: 0.2600%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 83       X: 45.3700%       C0: 50.9100%       C1: 3.4800%        C2: 0.2300%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 84       X: 44.3000%       C0: 51.8500%       C1: 3.6200%        C2: 0.2300%        C3: 0.0000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 85       X: 42.8800%       C0: 52.6900%       C1: 4.0900%        C2: 0.3300%        C3: 0.0000%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 86       X: 42.1600%       C0: 53.0700%       C1: 4.5500%        C2: 0.2100%        C3: 0.0000%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 87       X: 42.2000%       C0: 52.9300%       C1: 4.6200%        C2: 0.2400%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 88       X: 40.9200%       C0: 53.8000%       C1: 4.9700%        C2: 0.3000%        C3: 0.0100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 89       X: 41.7700%       C0: 52.8400%       C1: 5.0800%        C2: 0.2600%        C3: 0.0500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 90       X: 40.5400%       C0: 54.0300%       C1: 5.1200%        C2: 0.2900%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 91       X: 40.2500%       C0: 53.6100%       C1: 5.7900%        C2: 0.3300%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 92       X: 39.7400%       C0: 54.0800%       C1: 5.8500%        C2: 0.2900%        C3: 0.0200%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 93       X: 39.0900%       C0: 54.4400%       C1: 6.0600%        C2: 0.3900%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 94       X: 38.9200%       C0: 54.3700%       C1: 6.3000%        C2: 0.3900%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 95       X: 38.8200%       C0: 54.3800%       C1: 6.2900%        C2: 0.4500%        C3: 0.0600%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 96       X: 38.1600%       C0: 54.2000%       C1: 7.1800%        C2: 0.4300%        C3: 0.0300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 97       X: 36.9200%       C0: 54.8700%       C1: 7.7100%        C2: 0.4500%        C3: 0.0500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 98       X: 37.4300%       C0: 54.4500%       C1: 7.4900%        C2: 0.6000%        C3: 0.0300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 99       X: 36.8200%       C0: 54.9500%       C1: 7.5100%        C2: 0.6500%        C3: 0.0700%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 100      X: 36.4200%       C0: 54.8900%       C1: 8.1000%        C2: 0.5600%        C3: 0.0300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 101      X: 35.9500%       C0: 55.2500%       C1: 8.2400%        C2: 0.5400%        C3: 0.0200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 102      X: 36.8200%       C0: 54.5600%       C1: 7.9700%        C2: 0.6100%        C3: 0.0300%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 103      X: 35.0100%       C0: 55.0600%       C1: 9.0600%        C2: 0.8400%        C3: 0.0300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 104      X: 35.6800%       C0: 54.5300%       C1: 9.1000%        C2: 0.6200%        C3: 0.0600%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 105      X: 34.4400%       C0: 55.2500%       C1: 9.4200%        C2: 0.8400%        C3: 0.0500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 106      X: 34.9200%       C0: 55.0000%       C1: 9.3000%        C2: 0.7500%        C3: 0.0300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 107      X: 34.2900%       C0: 55.1100%       C1: 9.7000%        C2: 0.8400%        C3: 0.0600%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 108      X: 33.4100%       C0: 55.7300%       C1: 9.8900%        C2: 0.9300%        C3: 0.0400%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 109      X: 33.4000%       C0: 54.8600%       C1: 10.7800%       C2: 0.9200%        C3: 0.0400%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 110      X: 33.2900%       C0: 55.3200%       C1: 10.3800%       C2: 0.9200%        C3: 0.0900%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 111      X: 32.1300%       C0: 55.8900%       C1: 11.0100%       C2: 0.9100%        C3: 0.0500%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 112      X: 31.6900%       C0: 56.5300%       C1: 10.8000%       C2: 0.9000%        C3: 0.0800%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 113      X: 31.5900%       C0: 56.1200%       C1: 11.2600%       C2: 1.0000%        C3: 0.0300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 114      X: 32.2200%       C0: 55.2000%       C1: 11.4700%       C2: 1.0300%        C3: 0.0800%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 115      X: 31.6000%       C0: 55.7000%       C1: 11.5100%       C2: 1.0400%        C3: 0.1500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 116      X: 30.3900%       C0: 56.3500%       C1: 12.0500%       C2: 1.1100%        C3: 0.0900%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 117      X: 30.2300%       C0: 55.6900%       C1: 12.7000%       C2: 1.2800%        C3: 0.0900%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 118      X: 30.4800%       C0: 55.6800%       C1: 12.4100%       C2: 1.3000%        C3: 0.1300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 119      X: 29.5000%       C0: 56.1000%       C1: 12.8400%       C2: 1.4500%        C3: 0.1100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 120      X: 29.7400%       C0: 55.1800%       C1: 13.4800%       C2: 1.5100%        C3: 0.0900%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 121      X: 28.4300%       C0: 56.6800%       C1: 13.2500%       C2: 1.5200%        C3: 0.1100%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 122      X: 29.0600%       C0: 55.9300%       C1: 13.4600%       C2: 1.5000%        C3: 0.0500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 123      X: 28.1300%       C0: 55.9700%       C1: 14.1900%       C2: 1.6000%        C3: 0.1100%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 124      X: 28.8300%       C0: 55.6800%       C1: 13.6900%       C2: 1.6100%        C3: 0.1800%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 125      X: 27.5600%       C0: 56.2200%       C1: 14.4900%       C2: 1.5800%        C3: 0.1500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 126      X: 28.3100%       C0: 55.1900%       C1: 14.6100%       C2: 1.7700%        C3: 0.1000%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 127      X: 27.8000%       C0: 55.6400%       C1: 14.5700%       C2: 1.8300%        C3: 0.1400%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 128      X: 27.2800%       C0: 55.7400%       C1: 15.0200%       C2: 1.8000%        C3: 0.1600%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 129      X: 27.3400%       C0: 55.0800%       C1: 15.4200%       C2: 1.8900%        C3: 0.2600%        C4: 0.0000%        C5: 0.0100%        C6: 0.0000%   
Wishes Available: 130      X: 26.8000%       C0: 55.1700%       C1: 16.0100%       C2: 1.8600%        C3: 0.1600%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 131      X: 26.5100%       C0: 55.1600%       C1: 15.9100%       C2: 2.1600%        C3: 0.2400%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 132      X: 25.3400%       C0: 56.2600%       C1: 15.8600%       C2: 2.3000%        C3: 0.2200%        C4: 0.0100%        C5: 0.0100%        C6: 0.0000%   
Wishes Available: 133      X: 25.7100%       C0: 55.5800%       C1: 16.3600%       C2: 2.2000%        C3: 0.1500%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 134      X: 25.3300%       C0: 55.7400%       C1: 16.6600%       C2: 2.1300%        C3: 0.1400%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 135      X: 25.3900%       C0: 56.2900%       C1: 16.0100%       C2: 2.1000%        C3: 0.2000%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 136      X: 25.1900%       C0: 54.8100%       C1: 17.4700%       C2: 2.3000%        C3: 0.2300%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 137      X: 23.6100%       C0: 56.0400%       C1: 17.6700%       C2: 2.4400%        C3: 0.2300%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 138      X: 24.8700%       C0: 55.4100%       C1: 17.2100%       C2: 2.2300%        C3: 0.2500%        C4: 0.0300%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 139      X: 23.8800%       C0: 55.7500%       C1: 17.5800%       C2: 2.5500%        C3: 0.2300%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 140      X: 23.0700%       C0: 56.1600%       C1: 17.9600%       C2: 2.5900%        C3: 0.2200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 141      X: 24.0600%       C0: 54.5900%       C1: 18.2300%       C2: 2.8000%        C3: 0.3000%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 142      X: 23.0100%       C0: 55.1100%       C1: 18.7200%       C2: 2.8600%        C3: 0.2600%        C4: 0.0400%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 143      X: 23.0100%       C0: 55.4600%       C1: 18.3500%       C2: 2.9600%        C3: 0.2200%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 144      X: 21.9300%       C0: 55.1200%       C1: 19.3800%       C2: 3.3200%        C3: 0.2400%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 145      X: 22.3100%       C0: 55.1500%       C1: 19.2400%       C2: 3.0000%        C3: 0.3000%        C4: 0.0000%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 146      X: 22.0600%       C0: 54.3200%       C1: 20.1900%       C2: 3.1600%        C3: 0.2600%        C4: 0.0100%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 147      X: 21.8900%       C0: 55.3200%       C1: 19.4900%       C2: 3.0200%        C3: 0.2500%        C4: 0.0300%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 148      X: 22.0300%       C0: 55.3500%       C1: 19.1200%       C2: 3.2300%        C3: 0.2400%        C4: 0.0300%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 149      X: 22.0400%       C0: 54.6800%       C1: 19.6700%       C2: 3.3500%        C3: 0.2100%        C4: 0.0500%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 150      X: 20.8700%       C0: 54.8000%       C1: 20.9200%       C2: 3.0000%        C3: 0.3900%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 151      X: 19.4300%       C0: 55.1600%       C1: 21.3800%       C2: 3.6800%        C3: 0.3300%        C4: 0.0200%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 152      X: 18.4500%       C0: 56.0800%       C1: 21.6200%       C2: 3.3800%        C3: 0.4400%        C4: 0.0300%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 153      X: 16.3200%       C0: 56.8200%       C1: 22.9700%       C2: 3.5000%        C3: 0.3500%        C4: 0.0400%        C5: 0.0000%        C6: 0.0000%   
Wishes Available: 154      X: 13.5000%       C0: 57.1800%       C1: 25.1300%       C2: 3.8300%        C3: 0.3000%        C4: 0.0400%        C5: 0.0200%        C6: 0.0000%   
